docID,namaBarang,desc,harga
30,samsung galaxy j3 pro j3119 4g 2 16 gold bnob grs stributor ,samsung j3 pro j3119 sedia warna gold brand new open box segel dus buka untuk qc produk wrapping segel plastik garansi stributor 1 tahun 6 bulan sparepart service 6 bulan service garansi resmi titip klaim sini datang servis center bahasa indonesia bahasa inggris google playstore support 4g larang upgrade software software factory reset kode 0 software modifikasi support baca sim card 4g indonesia garansi toko 1x24 jam terima barang china original earphone headset charger spesifikasi 5 inch 1280 x 720 pixels hd super amoled display 1 2 ghz quad core processor 2gb ram 16gb internal memory expandable up to 128gb with microsd android 5 1 lollipop os 8mp auto focus rear camera with led flash f 2 2 aperture 5mp front facing camera f 2 2 aperture mensions 142 2 x 71 3 x 8mm weight 139g 3 5mm audio jack fm radio 4g lte 3g hspa wi fi 802 11 b g n bluetooth 4 1 gps nfc 2600mah battery ,Rp  1380000
31,samsung galaxy c5 32gb new bnib produk import ,ready warna gold silver dark gray rose gold produk import jelas dapat produk garansi sonal toko 1 bulan produk masa masuk air jatuh bongkar gagal flash ganti unit baru handphone lengkap amp amp amp lecet produk jamin 100 original original sila retur produk baru bnib segel plasti produk pecah masa irim sepenuh tanggung jawab jaring 3g hspa edge 4g lte 4g lte cat 4 sim dual sim nano sim mensi 145 9 x 72 x 6 7 mm berat 143 gram led notifikasi layar layar 5 2 super amoled capacitive resolusi 1080 x 1920 pixels rapat 424 ppi 2 5 d curved glass sistem operasi os android v 6 0 marsmallow miu 8 0 chipset chipset snapdragon 617 cpu octa core quad core 1 5 ghz cortex a53 amp amp amp quad core 1 2 ghz cortex a53 gpu adreno 506 ori ram 4 gb ori internal 32 64 gb ori eksternal up to 256gb hybrid kamera kamera utama 16 mp phase detection autofocus dual led dual tone flash video 1080p 30fps kamera 8 mp konektifitas wifi 802 11 a b g nt wi fi hotspot bluetooth v4 0 a2dp gps a gps micro usb v 2 0 usb otg sensor fingerprint acelerometer proximity ambient light gyroscope compass batera li ion 2600 mah non removable fast charging warna gold pink gold dark gray ,Rp  3350000
32,promo samsung galaxy note 4 n910f ram 3gb internal 32gb android smartphone murah best seller promo hp baru 2016 murah grosir xiaom sony samsung iphone 4g lte garansi tam the one stributor ,samsung galaxy note 4 n910f garansi stributor theone sm n910fcpu processor qualcomm snapdragon 805 apq8084 pro krait 450processor clock cores2700mhz 32bits quad core ram memory3gb lpddr3gpu graphical controller qualcomm adreno 420internal storage32gb 25gb user available external storageuntil 128gbmicrosd microsdhc microsdxcmobile single sim typemicro sim 3ff gsm mhz bandquad band 850 900 1800 19002g networkgsm 850 900 1800 19003g networkumts 850 900 1900 21004g networklte cat4 700 800 850 900 1800 1900 2100 2600 bands 1 2 3 4 5 7 8 17 20 data networkgprs edge umts hsdpa hsupa hspa lte lte a2g screen size inches 5 7 display typesuper amoledtouchscreencapacitive multitouch 10 pointsdisplay resolution1440 x 2560 pixels ,Rp  4200000
33,samsung galaxy j1 ace sm j111 ve 4g lte garansi resmi sein ,barang baru bnib original 100 garansi resmi samsung indonesia 1 tahun warna black white blue samsung j1 ace smartphone hadir layar 4 3 inch esolusi 480 x 800 pixels smartphone bekal sistem operasi android 4 4 kitkat prosesor quad core 1 2 ghz smartphone lengkap ori internal 8 gb ram 1 gb kamera belakang 5 mp kamera 2 mp untuk dukung daya smartphone guna batera kapasitas 1900 mah selanjut sdah beda versi 3g segi konektifitas ponsel samsung galaxy j1 4g bekal optional dual sim micro sim dual stand by permudah komunikasi guna untuk mampu selancar dunia maya angkat samsung galaxy j1 4g dukung jaring lengkap jaring 2g gsm jaring 3g hsdpa jaring 4g lte jaring lte bawa guna samsung galaxy j1 4g untuk akses internet super cepat dukung dual sim jaring lte samsung galaxy j1 4g pihak usaha lengkap ponsel samsung galaxy j1 4g jaring data gprs edge kecepat hspa jaring data samsung galaxy j1 4g fungsi untuk bantu guna samsung galaxy j1 4g tetap akses internet ada tempat wilayah sentuh jaring 3g jaring 4g dukung jaring data guna akses internet mana konektifitas sedia ponsel samsung galaxy j1 4g konektifitas wi fi bluetooth nfc usb versi samsung galaxy j1 4g dukung konektifitas nfc mana dapat versi 3g konektifitas wi fi guna untuk akses internet secara gratis area hotspot konektifitas bluetooth nfc usb bantu permudah giat guna samsung galaxy j1 4g laku giat tukar data angkat hubung layan internet selanjut segi dapaur pacu ponsel samsung galaxy j1 4g dukung sistem operasi android versi v4 4 4 kitkat ponsel samsung galaxy j1 4g tenaga prosesor tenaga cepat quad core 1 2 ghz kinerja dapur pacu samsung galaxy j1 4g kerja secara maksimal pihak usaha bekal ram sebesar 768 mb besar versi 3gnya bekal ram jadi lemah samsung galaxy j1 4g harga samsung galaxy j1 4g angka dua juta alih sektor dapur pacu mari lihat kamera bekal samsung samsung galaxy j1 4g ponsel samsung galaxy j1 4g dukung dual kamera kamera utama samsung galaxy j1 4g ilik resolusi 5 mp setara 2592 1944 pixels dukung fitur autofocus led flash geo tagging touch focus amp amp amp amp amp amp amp amp amp amp amp amp amp amp amp amp amp amp amp amp amp amp amp amp amp face detection kamera utama ponsel samsung galaxy j1 4g guna untuk rekam video tubuh bagia samsung galaxy j1 4g semat kamera esolusi 2 mp kamera samsung galaxy j1 4g anja guna foto selfie aktifitas video call ,Rp  1199000
34,samsung galaxy j3 pro 2017 dual sim 16gb ram 2gb bnib new original ,network technology gsm cdma hspa evdo lte body mensions 142 2 x 71 3 x 8 mm 5 60 x 2 81 x 0 31 in weight 139 g 4 90 oz sim dual sim micro sim dual stand by display type super amoled capacitive touchscreen 16m colors size 5 0 inches 68 0 screen to body ratio resolution 720 x 1280 pixels 294 ppi pixel density multitouch yes platform os android os v5 1 lollipop cpu quad core 1 2 ghz memory card slot microsd up to 256 gb dedicated slot internal 16 gb 2 gb ram camera primary 8 mp f 2 2 autofocus led flash features geo tagging touch focus face detection hdr video 1080p 30fps secondary 5 mp f 2 2 ,Rp  1530000
35,samsung galaxy j3 2016 ,stok warna white samsung galaxy j3 2016 kondisi baru 100 bnib garansi resmi sein 1 tahun layar 5 inch samoled hd ram 1 5gb rom 8gb kamera 8mp 5mp prosesor quadcore 1 5ghz shark ls jaring 4g lte os android v5 1 1 lollipop batera li ion 2600 mah ,Rp  1769000
36,samsung galaxy a5 2016 sm a510f garansi resmi ,garansi resmi samsung indonesia sein 1 tahun exquisite metal glass combination galaxy a5 hadir kombinasi tampil metal premium gorilla glass pesona nikmat genggam stabil nyaman desain ramping bezel tipis powerful formance nikmat formansi hardware mumpun cepat internet super lengkap octa core processor jaring lte cat 6 untuk akses internet waktu tunggu transisi ui mulus multitasking cepat brighter crisper images samsung galaxy a5 lengkap kamera belakang 13mp 5mp f 1 9 aperture guna fungsi ois kamera belakang untuk otret rekam foto video bebas blur cukup tekan tombol home dua kali untuk ikmat akses kamera cepat improved security guna enal sidik jari aman sederhana untuk buka layar ponsel verifikasi akun samsung teknolog sidik jari baik jamin lindung privasi baik nyaman fitur dukung bayar mobile mudah aman extended power and fast charging nikmat bagai konten dia masuk film musik game website khawatir batera mampu fast charging udah isi daya smart manager smart manager ungkin eriksa elola bagai informasi penting galaxy a5 masuk status batera ruang simpan statistik ori navigasi mudah ,Rp  3675000
37,samsung galaxy s2 s3 s4 s5 note 1 2 3 4 edge 8 0 hdmi mhl adapter ,product features this mhl hdmi adapter cable can fully output your application screen on your phone to hdtv for watching videos managing applications playing games through the tv screen micro usb to hdmi adapter cable turns your phone s usb port into a standard hdmi port works with all mhl enabled mobile phones and tablets use the tv s remote to control and access content on your phone supports content with high bandwidth gital content protection hdcp keeps your phone charges while connected usb 2 0 needed for power in to function pc monitor charger specifications interface mhl specification v 1 0 bandwidth 25 mhz 75 mhz connector micro usb in hdmi out usb 2 0 power video 1080p hd audio 8 channel e g 7 1 surround gital audio power supply 5v dc up to 0 1a from usb 2 0 cable length 2 0m item description features supports all video resolutions and audio formats including hdtv video and gital audio connect a smartphone tablet or other mhl enabled device to an hdmi tv designed for use with mobile devices featuring mhl technology make sure your phone is compatible before purchase alows for a micro usb cable 5 pin to be connected to the adapter to allow the phone to charge mhl adapter allows you to connect a micro usb 11 pin port to a hdmi equipped device length 2 meters color red compatible with samsung galaxy s2 s3 samsung galaxy s4 i9500 must restart phone for 1st time usage samsung galaxy s5 i9600 must restart phone for 1st time usage samsung galaxy note 1 amp 2 n7100 must restart phone for 1st time usage samsung galaxy note 3 n9100 and note 4 must restart phone for 1st time usage samsung galaxy note 8 0 n5100 must restart phone for 1st time usage package included 1 x samsung galaxy hdmi hdtv cable tv out adapter only up9 ,Rp  70000
38,promo cuci gudang samsung galaxy note 2 ,budaya baca deskripsi beli ga erima komplen konyol sim card ga jelas2 dah tulis wifi only ex display unit pamer wifi only lengkap dus hp cuci gudang resmi erajaya warna putih grey sesua sedia stylus perlu refill tumpul display type super amoled capacitive touchscreen 16m colors size 5 5 inches 68 6 screen to body ratio resolution 720 x 1280 pixels 267 ppi pixel density multitouch yes touchwiz ui platform os android os v4 1 1 jelly bean upgradable to v4 4 2 kitkat chipset exynos 4412 quad cpu quad core 1 6 ghz cortex a9 gpu mali 400mp4 memory card slot microsd up to 64 gb dedicated slot internal 8gb 2 gb ram camera primary 8 mp f 2 6 autofocus led flash check quality features geo tagging touch focus face smile detection video 1080p 30fps check quality secondary 1 9 mp sound alert types vibration mp3 wav ringtones loudspeaker yes 3 5mm jack yes comms wlan wi fi 802 11 a b g n dual band wi fi direct dlna hotspot bluetooth v4 0 a2dp edr le gps yes with a gps glonass nfc yes radio stereo fm radio rds n7100 model only usb microusb v2 0 mhl tv out usb host features sensors accelerometer gyro proximity compass barometer ssaging sms threaded view mms email push mail im browser html5 java no ant support s voice natural language commands and ctation active noise cancellation with dedicated mic dropbox 50 gb cloud storage mp4 divx xvid wmv h 264 player mp3 wav eaac ac3 flac player photo video editor document editor ,Rp  875000
39,temper glass samsung galaxy j1 j1 ace j2 j5 j7 ,temper glass samsung galaxy j1 j1 ace j2 j5 j7 barwng jamin mantap ,Rp  29500
40,battery batera batre batre samsung p3100 galaxy tab 2 0riginal ,spesifikasi rechargeable li ion battery 4000mah 3 7v 14 8wh packaging candy pack plastic garansi 1 bulan compatibility samsung gt p3100 galaxy tab2 7 gt p3110 galaxy tab2 7 gt p3113 galaxy tab2 7 gt p6200 galaxy tab 7 plus ,Rp  135000
