docID,namaBarang,desc,harga
10,led tv lg 32 quot gital tv dvb t2 type 32lh510d garansi resmi lg indonesia 1 tahun ,layar ips hard panel dvbt2 set top box utk mndptkan siar gital usb movie file mkv flv mp4 input hdmi utk monitor daya 80 watt triple xd engine 2.0ch speaker system garansi resmi lg indonesia 1 tahun nikmat alam onton tv sesungguh lg 32 led tv desain modern kokoh tv model baru tahun 2016 hadir bagai fitur fungsional arik canggih nikmat bagai acara film teman luarga rasa kualitas gambar tajam jernih desain bazle silver talik lg hadir televisi desain mewah nan eleg balut warna talik keren awan wahkan ruang design tallic modern padu mulus dekorasi rumah smart energy saving perlu khawatir tagih listrik bengkak tv sembah lg lengkap fitur smart energy saving backlight control untuk atur cerah screen off function utar suara ada layar sala fungsi standby mode zero kenan tv untuk hibernasi guna tenaga listrik ,Rp. 2449000
11,led monitor tv lg 24mt48af ,barang jual barang 100 baru garansi resmi original lg 100 baru garansi resmi lg indonesia 1 tahun ukur layar 24 inch ani beli gaga elektronik baik 1 belanja online ga repot luar rumah macet2 jalan bingung bawa barang gmana 2 beli gaga elektronik ilik toko fisik jakarta tangerang irim langsung kirim kurir toko jadi langsung ga nunggu beri irim gratis untuk wilayah jakarta amp tangerang barang yg jual baru garansi resmi rusak sistem selambat2 7 hari beli tukar unit baru aman banget gan masa garansi bantu hubung call center jadi rusak 3 masi gak yakin barang ga kirim silah agan cek feedback temen temen belanja gaga elektronik 4 takut transfer tipu dana agan bayar masuk rekening milik bukalapak baru terus jual agan beri konfirmasi feedback 5 barang untuk wilayah jabodetabek selambat lambat 24jam data transaksi masuk bukalapak 6 luar daerah proses irim 24jam cargo pilih barang gantung cargo belanja elektronik aman nyaman harga jangkau solusi lg 24mt48af led monitor tv usb movie hdmi vga ,Rp. 1800000
12,lg 43 quot uhd 4k smart webos 3.0 led tv 43uh610t garansi resmi lg indonesia ,hdr high dynamic range time machine compatible 6 step upscaling smart tv webos 3.0 freeviewplus netflix dvb t2 usb 1 hdmi 2 ,Rp. 5488000
13,new 2016 led tv lg 43lh511t gital tv2 full hd garansi resmi lg 1 tahun ,full hd resolution virtual surround dvb t2 deskripsi produk lg tv led 43 43lh11t picture quality full hd resolution led direct triple xd engine connections 2 hdmi 3g 1 usb 2.0 1 headphone out composite in cvbs audio component in y pb pr audio other features virtual surround dvb t2 garansi resmi lg 1 tahun ,Rp. 3988000
14,led lg 24mt48a monitor tv led full hd ips 24 inch ,baca catat lapak utk esan ilik toko lokasi ciledug tgr belanja tanya stok sedia tanya ena produk n ongkir pm wa ato bbm beli bs cicil dgn kartu kredit utk bank layan kredit lising guna kartu kredit irim jabodetabek kurir toko irim luar kota sebatas kota2 jawa luar tdk free ongkir seputar ciledug cipulir keb binus slipi bintaro pondok aren jombang cipondoh puri ssangrah cengkareng cikokol serpong jelupang seputar jakarta tangerang kena tarif dasar 30rb jarak jauh 100rb utk kab bogor bekasi lokasi laen hrp via chat brg asli 100 baru garansi resmi pabrik brg beli bs kembali cuali sepakat beli arti etahu n baca rules dr happy shopping detail layar 24inch divx hd usb hdmi garansi resmi lg 1 tahun lg sonal tv saji bagai hibur multimedia siar hd dvd internet game foto full hd 1920 1080 resolusi hd bawa besar kualitas gambar akurasi warna luarbiasa kontras tajam stereo speaker 10wx2 nikmat bioskop game suara stereo realistik speaker stereo yg tanam perlu extra speaker ,Rp. 1645000
15,lg smart led tv 32 quot 32 inch garansi resmi 100 ori 32lh570d free ongkir jakarta bekasi kota bogor ,lg smart led tv 32 inch 32lh570d lg 32lh570d smart led tv 32 inci smart tv bekal agam teknolog canggih mampu hubung internet jalan file video musik dukung wifi picture wizard ii lg 49lh540t basic led tv 49 inci lengkap fitur picture wizard ii bantu sesuai elemen gambar mudah contoh tingkat hitam tajam warna tingkat backlight fitur guna untuk sesuai kondisi cahaya ruang siar tampil virtual surround plus dapat alam onton film seru fitur virtual surround plus fitur ingkat suara untuk cipta efek surround sound ada film tonton clear voice ii fitur clear voice ii ingkat kualitas suara hasil cara isah suara utama bising latar belakang noise untuk beri alam onton siar tv film suara jelas tajam fokus untuk ikmat tayang nyaman berkat clear voice ii detail display led size 32 mensi 73 4 x 43 8 x 7 1 cm berat 4 7kg resolution 1366 x 768 piksel refresh rate 50hz video dynamic color audio 6w 2ch virtual surround plus clear voice ii audio codec ac3 dolby gital eac3 he aac aac mp2 mp3 pcm dts ra wma apt x hdmi 2 usb 1 rf 1 lan 1 wifi ya composite 1 rca ypbpr ,Rp. 3349000
16,lg 49 quot smart led tv full hd with webos 2.0 49lf630t garansi resmi lg indonesia 1tahun ,webos 2.0 lg content store input assist smart share bigger screen bigger experience jack packs input amp output tv side hdmi 3 usb 2.0 3.0 3 0 usb divx sd hd plus hd divx hd audio speaker system 2.0ch speaker system audio output 20w 32 10w sound system virtual surround plus clear voice ii yes optical sound sync yes wireless sound sync tv to lg dia devices yes private sound sync yes ,Rp. 6900000
17,led tv monitor lg 20mt48af hdmi usb vga ,barang baru 100 garansi resmi screen size 19 5 game usb hdmi monitor pc brightnes cd m2 250 contrast ratio 5.000.000 1 respon time 6.5ms ,Rp. 1235000
18,led tv lg 32lh510 amp bracket ,kondisi baru new garansi 1 tahun layar 32 usb movie photo music dtvb 2 hd ready teknolog tv led baru lg desain namis bantu tuner siar gital t2 nikmat siar suara jernih jaring gantung wilayah.plug amp play usb tv lg 32lh510d untuk ampil file simpan usb bezel warna silver buat desain jadi arik ,Rp. 2585000
19,lg 50 quot prime 4k uhd led smart webos tv 50uf830t garansi resmi lg 1 tahun ,suhd ultra high definition resolution 3840 x 2160 color prime wide color gamut web os 2.0 smart tv 6 step upscaling 100 hz field refresh rate ,Rp. 8999000
20,lg 32 quot gital led tv silver model 32lh510d jabodetabek ,lg 32 gital led tv silver model 32lh510d fitur brand lg 3d tv no aspect ratio 16 09 cinema 3d warna silver curved tv no resolusi layar piksel 1366 x 768 ukur layar 32.0 display size inches 32.0 jumlah port hdmi 2 jumlah port usb 1 ukur l x w x h cm 74x20x50 berat kg 7 smart tv technology led jumlah port usb 1 warranty iod 1 thn desain mewah nan eleg lg hadir televisi desain mewah nan eleg balut warna silver eleg awan televisi sempurna desain ruang tamu ruang luarga bentuk tipis ambah kesan mewah televisi gital led lg 32lh510d usung layar led teknolog tuner siar gital t2 baru ampil siar kualitas visual suara jernih tambah bentang layar sebesar 32 81 cm onton jadi seru format video asf wmv div ts tp mts mt2s vob mp4 m4v mov mkv motion jpeg mpg mpeg mpe dat flv 3gp 3gp2 resolusi 1366x768 aspek rasio normal 4 3 14 9 wide 16 9 ambah sempurna tampil gambar onton tv puas konektivitas untuk dukung alam multimedia senang sedia slot usb 2.0 guna untuk ampil file multi ,Rp. 2450000
21,tv led lg 43lh540t full hd flat tv lg samsung sony polytron ,lg led tv 43 inch full hd tv flat model 43 lh 540t picture quality triple xd engine namic color built in game desing telic sound 2.0 ch 10 w virtual 10 w clear voice 43lf540t desain fitur spesifikasi ubah itahu layar gambar simulasi dramatisasi fitur video sedia model sila lihat tab spesifikasi teknis untuk daftar lengkap fitur model garansi resmi lg ,Rp. 4450000
22,khusus gojek led tv lg 20 inch 20mt48 murah ,guna monitor tv komputer layar 20 inch resolusi hd 1366 x 768 port analog vga hdmi usb movie playback harga special gojek harga harga unit erlu tambah bracket led tv silah diskusi fast response whatsapp garia electronic ,Rp. 1425000
23,lg led tv 43 quot 43lh511t jabotabek only ,lg led tv 43 43lh511t untuk irim daerah harap tinggal pesan coba bantu the lg 43 full hd led was designed to bring your family and friends heaps of entertainment experience watching your favourite movies at 2x the picture quality of standard hd with this tvs fhd led panel wall mountable this 43 television is great for creating an optimal viewing experience that everyone can enjoy the hdmi port will be excellent for eping your gaming system and blu ray player connected simultaneously watch videos play music or look at photos from a memory stick with this televisions usb input and record your favourite tv series with its dvr recording function feature 1920 x 1080 full hd triple xd engine dynamic color hdmi usb ,Rp. 3990000
24,lg smart uhd 4k led tv 49 quot 49uh610t ,baca catat lapak utk esan ilik toko lokasi ciledug tgr belanja tanya stok sedia tanya ena produk n ongkir pm wa ato bbm beli bs cicil dgn kartu kredit utk bank layan kredit lising guna kartu kredit irim jabodetabek kurir toko irim luar kota sebatas kota2 jawa luar tdk free ongkir seputar ciledug cipulir keb binus slipi bintaro pondok aren jombang cipondoh puri ssangrah cengkareng cikokol serpong jelupang seputar jakarta tangerang kena tarif dasar 30rb jarak jauh 100rb utk kab bogor bekasi lokasi laen hrp via chat brg asli 100 baru garansi resmi pabrik brg beli bs kembali cuali sepakat beli arti etahu n baca rules dr happy shopping detail layar 49 123cm color prime plus smart tv webos 3.0 hdr pro usb x 2 hdmi x 3 ultra slim wifi built in ultra sound clear voice ii wireless sound sync magic sound tuning garansi resmi lg 1 tahun lg 49uh610t smart uhd tv 49 inch ilik 4k resolution untuk jelas dalam gambar detail agum lihat ikmat 4k cara jauh baik 4k aksimal detail broadcast film olahraga untuk kualitas dekat 4k beri sempurna jalan baru arik tv ilik lg webos tv rancang secara sederhana ajar mudah guna senang ,Rp. 7500000
25,lg 65 quot 4k uhd hdr smart webos 3 led tv 65uh615 garansi resmi lg indonesia ,8.3m pixels for 4x the resolution of full hd tvs hdr pro supporting high dynamic range content webos 3.0 the best smart tv just got better energy star qualified ,Rp. 17499000
26,led tv lg 32lj500d gital tv usb movie hdmi promo diskon murah ,untuk kirim luar kota harap tanya kirim pesan gratis ongkir dki jakarta barang 100 baru garansi resmi polytron untuk tanya ena tv model type tv sila kirim pesan fitur nikmat alam onton tv sesungguh lg 32lj500 flat hd led tv 32 inch 32 dvb t2 desain modern kokoh tv model baru hadir bagai fitur fungsional arik canggih nikmat bagai acara film teman luarga rasa kualitas gambar tajam jernih konektivitas untuk dukung alam multimedia senang sedia slot usb 2.0 utar format divx 1080p hd mampu usb utar film favorit langsung flash disk harddisk eksternal spesifikasi hd ready resolusi 1366 x 768 p usb movie amp hdmi x 2 virtual surround gital tv dvb t2 led direct dolby audio sound 2.0 ch speaker ,Rp. 2375000
27,adaptor tv lg led 20 22 24 in best quality 19 v ,adaptor tv lg led ,Rp. 170000
28,lg 32 quot led tv gital tv dvb t2 type 32lh510d garansi resmi ,layar ips hard panel dvbt2 set top box utk mndptkan siar gital usb movie file mkv flv mp4 input hdmi utk monitor daya 80 watt triple xd engine 2.0ch speaker system garansi resmi lg indonesia 1 tahun nikmat alam onton tv sesungguh lg 32 led tv desain modern kokoh tv model baru tahun 2016 hadir bagai fitur fungsional arik canggih nikmat bagai acara film teman luarga rasa kualitas gambar tajam jernih desain bazle silver talik lg hadir televisi desain mewah nan eleg balut warna talik keren awan wahkan ruang design tallic modern padu mulus dekorasi rumah smart energy saving perlu khawatir tagih listrik bengkak tv sembah lg lengkap fitur smart energy saving backlight control untuk atur cerah screen off function utar suara ada layar sala fungsi standby mode zero kenan tv untuk hibernasi guna tenaga listrik ,Rp. 2500000
29,led tv lg 24 inch 24mt full hd usb movie ,layan irim jakarta tangerang bekasi cikarang cibitung konfirmasi untuk ongkir layan irim luar kota bayar rumah transaksi bukalapak ongkir tetap lebih ongkir kembali irim ongkir jakbar 30rb jakut 50rb jakpus 50rb jaksel jaktim 50rb tangerang 60rb bekasi 60rb detail layar 24inch divx hd usb hdmi garansi resmi lg 1 tahun lg sonal tv saji bagai hibur multimedia siar hd dvd internet game foto full hd 1920 1080 resolusi hd bawa besar kualitas gambar akurasi warna luarbiasa kontras tajam stereo speaker 10wx2 nikmat bioskop game suara stereo realistik speaker stereo yg tanam perlu extra speaker ,Rp. 1610000
30,lg 32lj500d flat hd ready gital led tv 32 quot w dolby audio hitam free shipping jabodetabek ,garansi resmi lg indonesia 1 tahun gratis irim by logistik rajakirim estimasi 2 5 hari kerja barang ready stock 100 baru khusus jabodetabek nikmat alam onton tv sesungguh lg 32lj500d flat hd led tv 32 inch 32 dvb t2 bracket desain modern kokoh tv model baru hadir bagai fitur fungsional arik canggih nikmat bagai acara film teman luarga rasa kualitas gambar tajam jernih desain mewah nan eleg lg hadir televisi desain mewah nan eleg balut warna hitam keren awan wahkan ruang luarga design hitam modern padu mulus dekorasi rumah konektivitas untuk dukung alam multimedia senang sedia slot usb 2.0 utar format divx 1080p hd mampu usb utar film favorit langsung flash disk harddisk eksternal.n spesifikasi garansi resmi lg 1 tahun hd ready resolusi 1366 x 768 usb amp hdmi virtual surround dvb t2 led direct dolby audio 2.0 ch speaker khusus jabodetabek ,Rp. 2549000
31,led lg 43uh610t ultra hd 4k tv hari senin harga naik ,spesifikasi fitur smart tv operating system webos 3.0 web browser yes compatible processor quad core video triple xd engine yes resolution upscaler full hd real cinema 24p yes active noise reduction yes picture modes 8 audio audio decoder dts dolby gital aac pcm speakers stereo audio output 20w total surround system ultra surround sound modes 6 resolusi layar 3840 x 2160 ukur layar 43 inch garansi resmi lg 1 tahun ,Rp. 5300000
32,lg led tv 32 quot 32lh510d free bracket free shipping jabodetabek ,garansi resmi lg indonesia 1 tahun gratis irim by logistik rajakirim estimasi 2 5 hari kerja barang ready stock 100 baru khusus jabodetabek nikmat alam onton tv sesungguh lg led tv 32 32lh510d hitam desain modern kokoh tv model baru hadir bagai fitur fungsional arik canggih nikmat bagai acara film teman luarga rasa kualitas gambar tajam jernih desain mewah nan eleg lg hadir televisi desain mewah nan eleg balut warna hitam keren awan wahkan ruang luarga design hitam modern padu mulus dekorasi rumah smart energy saving perlu khawatir tagih listrik bengkak tv sembah lg lengkap fitur smart energy saving backlight control untuk atur cerah screen off function utar suara ada layar sala fungsi standby mode zero kenan tv untuk hibernasi guna tenaga listrik konektivitas untuk dukung alam multimedia senang sedia slot usb 2.0 utar format divx 1080p hd mampu usb utar film favorit langsung flash disk harddisk eksternal.n spesifikasi garansi resmi lg 1 tahun hd ready resolusi 1366 x 768 usb 1 amp hdmi 1 virtual surround dvb t2 led direct ,Rp. 2589000
33,led tv 32 lg 32lj500d usb movie tv gital ,screen size 32 hd ready resolusi 1366 x 768 konektivitas usb movie hdmi virtual surround dvb t2 dolby audio 2.0 ch speaker ,Rp. 2490000
34,mainboard tv led lg 32lb530ta ,mainboard tv led lg 32ln5100 32lb530 bekas garansi 1 bulan ,Rp. 475900
35,led tv lg 24 inch 24mt full hd usb movie ,layan irim jakarta tangerang bekasi cikarang cibitung konfirmasi untuk ongkir layan irim luar kota bayar rumah transaksi bukalapak ongkir tetap lebih ongkir kembali irim ongkir jakbar 30rb jakut 50rb jakpus 50rb jaksel jaktim 50rb tangerang 60rb bekasi 60rb detail layar 24inch divx hd usb hdmi garansi resmi lg 1 tahun lg sonal tv saji bagai hibur multimedia siar hd dvd internet game foto full hd 1920 1080 resolusi hd bawa besar kualitas gambar akurasi warna luarbiasa kontras tajam stereo speaker 10wx2 nikmat bioskop game suara stereo realistik speaker stereo yg tanam perlu e xtra speaker ,Rp. 1610000
36,power suply tv led lg 42ln5100 5400 549 ,power suply tv led lg 42inch seri ln ,Rp. 547900
37,lg led tv 24 inch 24mt48 murah amp garansi resmi ,lg led tv 24 inch 24mt48 garansi resmi lg elektronik indonesia garansi toko rizqon elektronik 21.5 inch ips full hd display 1920x1080 250nits brightness 178 178 viewing angle gtg 8.5ms 24inch 5ms 22inch response time 10wx2 stereo speakers ,Rp. 1650000
38,tv lg led 32 inci ,tv led lg 32 32lb530a kondisi bekas mulus ga minus gambar jernih suara gelegar lengkap remote ,Rp. 1750000
39,lg 55 led tv 4k ultra hd 3d webos 2.0 smart tv 55uf850t garansi resmi lg 1 tahun ,ultra hd 8.3m pixels ultra liminance ultra slim ips 4k 4k upscaler frontal speaker webos 2.0 magic remote 4k 3d ultra hd time machine wi fi built in triple xd side connections hdmi input yes 3 usb input yes 3 rear connections antenna input yes 1 composite component input yes shared audio optical output yes 1 headphone 3.5mm output yes 1 lan port yes 1 ,Rp. 15500000
40,tv led lg 32lj500d flat hd ,tv led 32inch hd ready resolusi 1366x768 usb amp hdmi virtual surround dvb t2 ,Rp. 2500000
41,lg 28mt48 led tv monitor ,more practical and comfortable in your room if it is more comfortable for you you can put your tv monitor on your wall giving you saved space to enjoy better usb automatic play automatic usb play is one of the most practical functions for lg tv monitors your usb content will be played as soon as your devices is connected to the turned on monitor without need to configure any software stereo sound enjoy your movies or games with the best stereo sound thanks to its incorporated speakers you wont have to plug any additional audio device to the monitor to enjoy the most realistic sound full hd resolution with hdmi connection full hd resolution will provide high quality and clarity of detail in the images your gital audio connection and video hdmi high definition multimedia interface provides you excellent image and sound ,Rp. 2099000
42,led tv lg 32 quot gital tv dvb t2 type 32lh510d garansi resmi lg indonesia 1 tahun ,layar ips hard panel dvbt2 set top box utk mndptkan siar gital usb modocID,namaBarang,desc,harga
50,tv led lg 32lj500d flat hd ,tv led 32inch hd ready resolusi 1366x768 usb amp hdmi virtual surround dvb t2 ,Rp. 2500000
51,lg 28mt48 led tv monitor ,more practical and comfortable in your room if it is more comfortable for you you can put your tv monitor on your wall giving you saved space to enjoy better usb automatic play automatic usb play is one of the most practical functions for lg tv monitors your usb content will be played as soon as your devices is connected to the turned on monitor without need to configure any software stereo sound enjoy your movies or games with the best stereo sound thanks to its incorporated speakers you wont have to plug any additional audio device to the monitor to enjoy the most realistic sound full hd resolution with hdmi connection full hd resolution will provide high quality and clarity of detail in the images your gital audio connection and video hdmi high definition multimedia interface provides you excellent image and sound ,Rp. 2099000
52,led tv lg 32 quot gital tv dvb t2 type 32lh510d garansi resmi lg indonesia 1 tahun ,layar ips hard panel dvbt2 set top box utk mndptkan siar gital usb movie file mkv flv mp4 input hdmi utk monitor daya 80 watt triple xd engine 2.0ch speaker system garansi resmi lg indonesia 1 tahun nikmat alam onton tv sesungguh lg 32 led tv desain modern kokoh tv model baru tahun 2016 hadir bagai fitur fungsional arik canggih nikmat bagai acara film teman luarga rasa kualitas gambar tajam jernih desain bazle silver talik lg hadir televisi desain mewah nan eleg balut warna talik keren awan wahkan ruang design tallic modern padu mulus dekorasi rumah smart energy saving perlu khawatir tagih listrik bengkak tv sembah lg lengkap fitur smart energy saving backlight control untuk atur cerah screen off function utar suara ada layar sala fungsi standby mode zero kenan tv untuk hibernasi guna tenaga listrik ,Rp. 2449000
53,led monitor tv lg 24mt48af ,barang jual barang 100 baru garansi resmi original lg 100 baru garansi resmi lg indonesia 1 tahun ukur layar 24 inch ani beli gaga elektronik baik 1 belanja online ga repot luar rumah macet2 jalan bingung bawa barang gmana 2 beli gaga elektronik ilik toko fisik jakarta tangerang irim langsung kirim kurir toko jadi langsung ga nunggu beri irim gratis untuk wilayah jakarta amp tangerang barang yg jual baru garansi resmi rusak sistem selambat2 7 hari beli tukar unit baru aman banget gan masa garansi bantu hubung call center jadi rusak 3 masi gak yakin barang ga kirim silah agan cek feedback temen temen belanja gaga elektronik 4 takut transfer tipu dana agan bayar masuk rekening milik bukalapak baru terus jual agan beri konfirmasi feedback 5 barang untuk wilayah jabodetabek selambat lambat 24jam data transaksi masuk bukalapak 6 luar daerah proses irim 24jam cargo pilih barang gantung cargo belanja elektronik aman nyaman harga jangkau solusi lg 24mt48af led monitor tv usb movie hdmi vga ,Rp. 1800000
54,lg 43 quot uhd 4k smart webos 3.0 led tv 43uh610t garansi resmi lg indonesia ,hdr high dynamic range time machine compatible 6 step upscaling smart tv webos 3.0 freeviewplus netflix dvb t2 usb 1 hdmi 2 ,Rp. 5488000
55,new 2016 led tv lg 43lh511t gital tv2 full hd garansi resmi lg 1 tahun ,full hd resolution virtual surround dvb t2 deskripsi produk lg tv led 43 43lh11t picture quality full hd resolution led direct triple xd engine connections 2 hdmi 3g 1 usb 2.0 1 headphone out composite in cvbs audio component in y pb pr audio other features virtual surround dvb t2 garansi resmi lg 1 tahun ,Rp. 3988000
56,led lg 24mt48a monitor tv led full hd ips 24 inch ,baca catat lapak utk esan ilik toko lokasi ciledug tgr belanja tanya stok sedia tanya ena produk n ongkir pm wa ato bbm beli bs cicil dgn kartu kredit utk bank layan kredit lising guna kartu kredit irim jabodetabek kurir toko irim luar kota sebatas kota2 jawa luar tdk free ongkir seputar ciledug cipulir keb binus slipi bintaro pondok aren jombang cipondoh puri ssangrah cengkareng cikokol serpong jelupang seputar jakarta tangerang kena tarif dasar 30rb jarak jauh 100rb utk kab bogor bekasi lokasi laen hrp via chat brg asli 100 baru garansi resmi pabrik brg beli bs kembali cuali sepakat beli arti etahu n baca rules dr happy shopping detail layar 24inch divx hd usb hdmi garansi resmi lg 1 tahun lg sonal tv saji bagai hibur multimedia siar hd dvd internet game foto full hd 1920 1080 resolusi hd bawa besar kualitas gambar akurasi warna luarbiasa kontras tajam stereo speaker 10wx2 nikmat bioskop game suara stereo realistik speaker stereo yg tanam perlu extra speaker ,Rp. 1645000
57,lg smart led tv 32 quot 32 inch garansi resmi 100 ori 32lh570d free ongkir jakarta bekasi kota bogor ,lg smart led tv 32 inch 32lh570d lg 32lh570d smart led tv 32 inci smart tv bekal agam teknolog canggih mampu hubung internet jalan file video musik dukung wifi picture wizard ii lg 49lh540t basic led tv 49 inci lengkap fitur picture wizard ii bantu sesuai elemen gambar mudah contoh tingkat hitam tajam warna tingkat backlight fitur guna untuk sesuai kondisi cahaya ruang siar tampil virtual surround plus dapat alam onton film seru fitur virtual surround plus fitur ingkat suara untuk cipta efek surround sound ada film tonton clear voice ii fitur clear voice ii ingkat kualitas suara hasil cara isah suara utama bising latar belakang noise untuk beri alam onton siar tv film suara jelas tajam fokus untuk ikmat tayang nyaman berkat clear voice ii detail display led size 32 mensi 73 4 x 43 8 x 7 1 cm berat 4 7kg resolution 1366 x 768 piksel refresh rate 50hz video dynamic color audio 6w 2ch virtual surround plus clear voice ii audio codec ac3 dolby gital eac3 he aac aac mp2 mp3 pcm dts ra wma apt x hdmi 2 usb 1 rf 1 lan 1 wifi ya composite 1 rca ypbpr ,Rp. 3349000
