2,promo asus rog gl753vd ci7 7700hq 3 2ghz ram 16gb nvidia gtx1050m 4gb ,asus rog gl753vd ds71 d spesifikasi ci7 7700hq 2 8 3 2ghz 16gb 1tb nvidia gtx1050m 4gb 17 3 fhd win10 dvd rw cam bluetooth beli puya lebih design baru asus jamin mantaff 100 brand new in the box garansi stributor 3 tahun ima cod delivery untuk daerah jakarta harga murah toko mall lengkap unit laptop charger buku padu kartu garansi dus fullset ,Rp 19200000

3,promo gaming asus fx553vd dm001d nvidia gtx1050 2gb ram 8gb ,asus fx553vd dm001d spesifikasi ci7 7700hq 2 8 3 2ghz 8gb 1tb nvidia gtx1050 2gb 15 6 fhd dos dvd rw cam bluetooth beli puya lebih design baru asus jamin mantaff 100 brand new in the box garansi resmi 2 tahun ima cod delivery untuk daerah jakarta free bag pak harga murah toko mall lengkap unit laptop charger buku padu kartu garansi dus fullset ,Rp 12900000

4,promo asus rog gl553vd fy280d ci7 7700hq 8gb gtx1050t 4gb win 10 ,asus rog gl553vd fy280d d1 spesifikasi processor ci7 7700hq 2 8 3 2ghz ram 8gb hdd 1tb vga nvidia gtx1050 4gb layar 15 6 fhd os win10 dvd rw cam bluetooth beli puya lebih design baru asus jamin mantaff 100 brand new in the box garansi resmi 2 tahun ima cod delivery untuk daerah jakarta harga murah toko mall lengkap unit laptop charger buku padu kartu garansi dus fullset bonus backpack rog ,Rp 15400000

5,asus p2420l core i5 5200 2 2 ghz 14 inc windows 7 pro 64 bit nvidia geforce 920 ,promo asus p2420l jwo0117e bk spesifikasi processor intel core i5 5200u cpu 2 20ghz ram 1 x 4096 mb ddr3 4 gb pc3l 12800 1 slot memory available harddisk 500 gb kamera vga web camera vga intel hd graphics 5500 nvidia geforce 920m 2 gb ddr3 dedicated 128 mb shared 1999 mb up to 2127 mb batera 6 cell li ion 5200 mah fitur dvd super multi dl drive card reader 3 in 1 realtek pcie gbe family controller bluetooth webcam cardreader 3 port usb 3 0 1 port usb 2 0 hdmi vga out realtek 8821ae wireless lan 802 11n pci e nic finger print reader layar 14 0 hd slim 1366x768 warna black operation system os windows 7 professional 64 bit windows 10 pro 64 bit garansi 1 tahun bonus tas mouse usb ,Rp 7339000

6,asus rog strix gl553vd 7700hq black 7700hq 16gb 1tb gtx1050m 4gb windows 10 ,spesifikasi i7 7700hq kabylake ram 16gb ddr4 1tb sata nvidia gtx1050m 4gb 15 6 full hd windows 10 garansi asus global 1 tahun lengkap unit laptop adaptor kartu garansi note harap konfirmasi esan untuk asti tersedia stock free bubble warp packing untuk berat masuk packing masuk packing kayu kliknklik depok towns square lanta 2 eskalator ,Rp 15900000

